Product Name,Product ID,   Price (in Euro)   ,Color,Brand,SKU,Sole-Type,Sale Percentage,  Sale Price  ,Season,Size
Ankle boots JENNY FAIRY,WS5606-16 Pink,Ä 39.95,Pink,Jenny Fairy,5900000000000,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 39"
Over-Knee Boots JENNY FAIRY,WS2106-12 Beige,Ä 49.95,Beige,Jenny Fairy,5900000000000,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots JENNY FAIRY,WS5606-14 Black,Ä 39.95,Black,Jenny Fairy,5900000000000,Block heel,New,  product not in sale  ,Fall/Winter,"38 , 39"
Footwear JENNY FAIRY,WSL19150-12 Brown,Ä 24.95,Brown,Jenny Fairy,5900000000000,not defined,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38"
Ankle boots LASOCKI,WI23-DOC-P-3 Beige,Ä 49.95,Beige,Lasocki,5900000000000,Flat,New,  product not in sale  ,Fall/Winter,"36 , 38"
Trainers LASOCKI,WI23-VESA-03 Cobalt Blue,Ä 44.95,Navy Blue,Lasocki,5900000000000,Flat,New,  product not in sale  ,All year round,"36 , 38 , 39 , 40 , 41"
Ankle boots LASOCKI,WI16-ZOLA-01 Black,Ä 59.95,Black,Lasocki,5900000000000,Flat,Eco friendly,  product not in sale  ,Fall/Winter,"36 , 38 , 39 , 40 , 41 , 42"
Boots LASOCKI,WI16-ALBA3-01 Maroon,Ä 49.95,Dark Red,Lasocki,5900000000000,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 39 , 41"
Hiking Boots DEEZEE,WS5657-01 Blue,Ä 44.95,Blue,DeeZee,5900000000000,Platform Wedge heel,New,  product not in sale  ,Fall/Winter,"36 , 38 , 39 , 40"
Hiking Boots DEEZEE,WS5195-02 Beige,Ä 34.95,Beige,DeeZee,5900000000000,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots DEEZEE,WS5207-09 Silver,Ä 39.95,Silver,DeeZee,5900000000000,not defined,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots DEEZEE,WS19289-02 Black,Ä 39.95,Black,DeeZee,5900000000000,Block heel,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GINO ROSSI,V802-101 Beige,Ä 89.95,Beige,Gino Rossi,5900000000000,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots GINO ROSSI,RST-GALLIE-02 Black,Ä 84.95,Black,Gino Rossi,5900000000000,Block heel Platform,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Boots GINO ROSSI,I020-30124DUL Brown,Ä 84.95,Brown,Gino Rossi,5900000000000,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots RIEKER,Z7181-00 Schwarz,Ä 84.99,Black,Rieker,207389786,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Ankle boots RIEKER,58392-35 Rot,Ä 59.99,"Black, 
            Dark Red",Rieker,207387775,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots RIEKER,53774-35 Rot,Ä 69.99,Dark Red,Rieker,207387713,Wedge heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Boots RIEKER,Y3420-60 Beige 1,Ä 74.99,Beige,Rieker,201571538,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers NEW BALANCE,GC574ME2 Grey,Ä 64.00,Grey,New Balance,208429122,Flat,-59%,Ä 26.00,All year round,"35.5 , 36"
Trainers NEW BALANCE,WL373FT2 Black,Ä 71.00,Black,New Balance,208430791,not defined,-44%,Ä 40.00,All year round,"36 , 36.5 , 37 , 37.5 , 38 , 39 , 40 , 40.5"
Sneakers NEW BALANCE,WL574EN Navy Blue,Ä 84.00,Navy Blue,New Balance,200631073,Flat,New,  product not in sale  ,All year round,"36 , 36.5 , 37 , 37.5 , 38 , 39 , 40 , 40.5 , 41"
Sneakers NEW BALANCE,WL565SLL Purple,Ä 89.00,Purple,New Balance,199868931,Flat,-52%,Ä 43.00,All year round,"36 , 36.5 , 37 , 37.5 , 38"
Ankle boots SERGIO BARDI,SB-70-12-001322 190,Ä 107.00,Green,Sergio Bardi,208980395,Block heel,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Chelsea boots SERGIO BARDI,SB-83-12-001354 602,Ä 93.00,Beige,Sergio Bardi,209157703,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots SERGIO BARDI,SB-50-10-000792 101,Ä 76.00,Black,Sergio Bardi,207761742,Flat,-25%,Ä 57.00,Fall/Winter,"36 , 37 , 40"
Ankle boots SERGIO BARDI,SB-63-10-000726 603,Ä 76.00,Brown,Sergio Bardi,207226807,Platform Wedge heel,-25%,Ä 57.00,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Trainers CLARA BARSON,WS5102-02 Beige,Ä 39.95,Beige,Clara Barson,5900000000000,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots CLARA BARSON,WS2702-09 Black,Ä 34.95,Black,Clara Barson,5900000000000,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots CLARA BARSON,WYL1877-5 Bluemarin,Ä 29.95,Navy Blue,Clara Barson,5900000000000,Wedge heel,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Footwear BIG STAR,II274121 Beige,Ä 33.00,"Beige, 
            Gold",Big Star,208723343,Flat,New,  product not in sale  ,Fall/Winter,"37 , 39 , 40"
Ankle boots CLARA BARSON,WS5200-10 Brown,Ä 34.95,Brown,Clara Barson,5900000000000,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Footwear BIG STAR,II274441 Camel/Camel,Ä 33.00,Brown,Big Star,208724289,not defined,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39"
Footwear BIG STAR,II274118 Grey,Ä 33.00,Silver,Big Star,208714983,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Sneakers BIG STAR,GG274537 Black,Ä 31.00,Black,Big Star,207838086,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39"
Shoes BIG STAR,EE274417 Grey,Ä 31.00,Grey,Big Star,201524053,Flat,New,  product not in sale  ,not found,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GO SOFT,WI23-REBECA-06 Red,Ä 49.95,Red,Go Soft,5900000000000,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Shoes GO SOFT,WI16-SAMSON-01 Maroon,Ä 39.95,Dark Red,Go Soft,5900000000000,not defined,0%,  product not in sale  ,All year round,"36 , 37 , 38"
Ankle boots GO SOFT,WI16-SAMSON-02 Black,Ä 49.95,Black,Go Soft,5900000000000,not defined,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39"
Trainers GO SOFT,WI23-REBECA-05 Cobalt Blue,Ä 39.95,Navy Blue,Go Soft,5900000000000,Flat,0%,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Footwear adidas,Ownthegame 2.0 K H01556 Cloud White/Core Black/True Orange,Ä 47.00,White,"adidas, 
            adidas Performance",208111249,Flat,0%,  product not in sale  ,All year round,"35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Runfalcon 2.0 K FY9494 Cblack/Cblack/Gresix,Ä 40.00,Black,"adidas, 
            adidas Performance",207778627,Flat,New,  product not in sale  ,All year round,"33 , 33.5 , 34 , 35 , 35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Falcon W FV1104 Talc/Hazcor/Grntnt,Ä 99.95,Grey,"adidas, 
            adidas Originals",206744876,Flat,-50%,Ä 50.00,not found,"39 1/3 , 40 , 40 2/3 , 41 1/3 , 42"
Slides adidas,adilette Aqua F35542 Dkblue/Ftwwht/Dkblue,Ä 19.95,Navy Blue,"adidas, 
            adidas Performance",201281789,Flat,New,  product not in sale  ,Spring/Summer,"37 , 38 , 39 , 40.5 , 42 , 43 , 44.5 , 46 , 47"
Combat Boots DR. MARTENS,1460 Smooth 11822006 Black,Ä 189.00,Black,Dr. Martens,207479241,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41 , 42 , 43 , 44 , 45 , 46 , 48"
Combat Boots DR. MARTENS,Jadon 15265100 White,Ä 219.00,White,Dr. Martens,206509031,Flat,New,  product not in sale  ,Fall/Winter,"36 , 38 , 40 , 41 , 44 , 45"
Shoes DR. MARTENS,1461 11838600 Cheery Red/Smooth,Ä 159.00,Dark Red,Dr. Martens,206291653,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41 , 42 , 43 , 44 , 45 , 46"
Combat Boots DR. MARTENS,1460 10072501/11821500 Purple,Ä 189.00,Purple,Dr. Martens,191082021,Flat,New,  product not in sale  ,not found,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots CAPRICE,9-25512-27 Black Stretch 044,Ä 59.95,Black,Caprice,209086331,Flat,New,  product not in sale  ,Fall/Winter,"37.5 , 38 , 38.5 , 39 , 40 , 40.5"
Ankle boots CAPRICE,9-25461-27 White Naplak 122,Ä 89.95,White,Caprice,209085808,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Shoes CAPRICE,9-22151-26 Ocean Nappa 855,Ä 49.95,Navy Blue,Caprice,208137287,Flat,-34%,Ä 33.00,All year round,"36 , 37 , 38 , 39"
Ankle boots CAPRICE,9-25355-25 Bordeaux Croco 533,Ä 78.00,Dark Red,Caprice,207340497,Flat,-29%,Ä 55.00,Fall/Winter,"36 , 37 , 38"
Ankle boots SPRANDI,WP07-01462-03 Beige,Ä 39.95,Beige,Sprandi,5900000000000,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trekker Boots SPRANDI,BP40-20645Z Black,Ä 34.95,Black,Sprandi,5900000000000,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear SPRANDI,WP66-21825 White,Ä 34.95,White,Sprandi,5900000000000,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trekker Boots SPRANDI,BP07-91327-01 Camel,Ä 34.95,Brown,Sprandi,5900000000000,Flat,0%,  product not in sale  ,All year round,"35 , 36 , 37 , 38"
Slides PUMA,Popcat 20Iri Wns 372627 01 Puma Black/Puma Black,Ä 29.00,Silver,Puma,208917889,Flat,-45%,Ä 16.00,Spring/Summer,"35.5 , 37 , 39 , 40.5"
Footwear PUMA,St Activate 369122 01 Pyma Black/Puma White,Ä 48.00,Black,Puma,208896290,Flat,-50%,Ä 24.00,All year round,"37 , 38 , 39 , 44"
Footwear PUMA,Nrgy Comet Jr 190675 12 Calypso Coral/Puma White,Ä 48.00,Pink,Puma,208869621,not defined,-46%,Ä 26.00,All year round,"36 , 37 , 38 , 39"
Sneakers PUMA,Carina L Jr 370677 19 Puma Whit,Ä 55.99,White,Puma,207348646,Flat,New,  product not in sale  ,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39"
Ankle boots BADURA,T348 White,Ä 84.95,White,Badura,5900000000000,Block heel,0%,  product not in sale  ,Fall/Winter,
Chelsea boots BADURA,I2126901NAB Camel,Ä 79.95,Brown,Badura,5900000000000,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Hiking Boots BADURA,8014 Black,Ä 99.95,Black,Badura,5900000000000,Block heel,Eco friendly,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots QUAZI,NATTALIE-01 Beige,Ä 48.00,Beige,QUAZI,5900000000000,Hidden wedge Wedge heel,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots QUAZI,QZ-22-05-000802 601,Ä 100.00,Black,QUAZI,207182509,Flat,-17%,Ä 83.00,Fall/Winter,"36 , 37 , 38 , 40"
Boots QUAZI,QZ-22-03-000402 105,Ä 100.00,Brown,QUAZI,206231208,not defined,-48%,Ä 52.00,Fall/Winter,"36 , 37 , 38 , 40 , 41"
Hiking Boots QUAZI,QZ-22-03-000388 102,Ä 106.00,White,QUAZI,206231062,Flat,-40%,Ä 64.00,Fall/Winter,"36 , 37 , 40"
Ankle boots TOMMY HILFIGER,Polished Leather Lace Up Boot FW0FW06008 Gold 0LL,Ä 159.90,Brown,Tommy Hilfiger,208905909,Flat,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Hiking Boots TOMMY HILFIGER,Monochromatic Lace Up Boot FW0FW05946 Black BDS,Ä 179.90,Black,Tommy Hilfiger,208905152,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Oxfords TOMMY HILFIGER,Polished Leather Lace Up Shoe FW0FW05930 Gold 0LL,Ä 139.90,"Brown, 
            Gold",Tommy Hilfiger,208902342,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots TOMMY HILFIGER,Th Knitted Flat Boot FW0FW05767 Classic Beige ACI,Ä 178.00,Beige,Tommy Hilfiger,208567886,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38"
Trainers EVA LONGORIA,EL-18-02-0000267 636,Ä 102.00,Gold,Eva Longoria,207721937,Flat,-51%,Ä 50.00,All year round,"35 , 36 , 37 , 38 , 39"
Knee High Boots EVA LONGORIA,EL-11-02-0000139 203,Ä 178.00,Beige,Eva Longoria,207502123,not defined,New,  product not in sale  ,Fall/Winter,"39 , 40 , 41"
Over-Knee Boots EVA LONGORIA,EL-14-02-0000171 604,Ä 190.00,Brown,Eva Longoria,207481411,Flat,0%,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39"
Over-Knee Boots EVA LONGORIA,EL-02-02-0000127 501,Ä 138.00,Black,Eva Longoria,207312159,not defined,-16%,Ä 116.00,Fall/Winter,"35 , 36 , 40"
Chelsea boots GEOX,D Iridea B D04HRB 00023 C9002 Dk Grey,Ä 107.00,Grey,Geox,208163118,Flat,0%,  product not in sale  ,Fall/Winter,"35 , 36 , 38 , 39 , 40 , 41"
Hiking Boots GEOX,D Iridea M D04HRM 02246 C6001 Cognac,Ä 131.00,Brown,Geox,206841735,Flat,-5%,Ä 125.00,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots GEOX,D Breeda A D042QA 05402 C9999 Black,Ä 83.00,Black,Geox,206841308,Flat,-25%,Ä 62.00,Fall/Winter,"35 , 36 , 37 , 38"
Shoes GEOX,D Arethea B D621SB 00043 C4002 Navy,Ä 114.00,Navy Blue,Geox,200985299,Wedge heel,-17%,Ä 95.00,All year round,"36 , 38 , 39 , 41"
Footwear Reebok,Lavante Terrain FX1357 Hargrn/Ornflr/Cblack,Ä 55.00,Green,Reebok,207773417,Flat,-22%,Ä 43.00,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39 , 40 , 40.5 , 41"
Footwear Reebok,Evzn FV7931 Trgry1/insred/Vecnav,Ä 74.95,"Colourful, 
            White","Reebok, 
            Reebok Classic",206872791,Flat,-47%,Ä 40.00,not found,"41 , 43 , 44 , 44.5 , 45.5 , 47"
Shoes Reebok,Princess CN2212 White,Ä 64.95,White,"Reebok, 
            Reebok Classic",200100401,Flat,-31%,Ä 45.00,not found,"37.5 , 39 , 40.5 , 41"
Shoes Reebok,Cl Lthr 49800 Black/Gum,Ä 78.00,Black,"Reebok, 
            Reebok Classic",197991792,Flat,-21%,Ä 62.00,not found,"35 , 36 , 36.5 , 37.5 , 38.5 , 39 , 40 , 42 , 42.5"
Slippers CROCS,Classic Slipper 203600 Charcoal/Charcoal,Ä 38.00,Grey,Crocs,209444001,Flat,New,  product not in sale  ,All year round,"36.5 , 37.5 , 39.5 , 41.5 , 45.5"
Flip flops CROCS,Classic II Flip 206119 White,Ä 21.00,White,Crocs,208426886,not defined,New,  product not in sale  ,Spring/Summer,"41.5 , 42.5 , 43.5 , 45.5 , 46.5 , 48.5"
Snow Boots CROCS,Winter Puff Boot 14614 Navy/White,Ä 64.00,Navy Blue,Crocs,200678191,Flat,New,  product not in sale  ,Fall/Winter,"34.5 , 36.5 , 37.5 , 38.5 , 39.5 , 41.5"
Slippers CROCS,Classic Slipper 203600 Nautical Navy/Oatmeal,Ä 38.00,Navy Blue,Crocs,199935145,Flat,New,  product not in sale  ,All year round,"38.5 , 43.5"
Snow Boots CROCS,Winter Puff 14614 Black/Charcoal,Ä 59.00,Black,Crocs,191792005,Flat,New,  product not in sale  ,Fall/Winter,"36.5 , 37.5 , 38.5 , 39.5 , 41.5"
Footwear NIKE,Manoa Ltr (Gs) BQ5372 002 Dk Smoke Grey/Black,Ä 83.00,"Black, 
            Grey",NIKE,209416909,Flat,New,  product not in sale  ,All year round,"36.5 , 37.5 , 38 , 38.5"
Footwear NIKE,Venture Runner CK2948 002 Light Bone/White/Light Bone,Ä 71.00,Grey,NIKE,208129909,Flat,0%,  product not in sale  ,All year round,"35.5 , 36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40 , 40.5 , 41 , 42"
Footwear NIKE,Air Max Verona CU7846 003 Black/Summit White/Anthracite,Ä 119.00,Black,NIKE,207985445,Flat,-26%,Ä 88.00,All year round,"38 , 38.5 , 39 , 40 , 40.5"
Slides NIKE,Kawa Slide (GS/PS) 819352 100 White/Black,Ä 30.00,White,NIKE,201241998,Flat,-33%,Ä 20.00,Spring/Summer,"28 , 29.5 , 31 , 32 , 33.5 , 35"
Sneakers CONVERSE,Ct Shoreline Slip 537084 White,Ä 52.00,White,Converse,200568324,Flat,-33%,Ä 35.00,Spring/Summer,"35 , 36 , 36.5 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 41"
Sneakers CONVERSE,All Star Hi M9621C Red,Ä 76.00,Red,Converse,57268699,Flat,-22%,Ä 59.00,not found,"35 , 36 , 36.5 , 37 , 38 , 41 , 41.5 , 42 , 42.5 , 43 , 44 , 44.5 , 45 , 46 , 46.5"
Chelsea boots VAGABOND,Alex W 5248-301-33 Brown,Ä 140.00,Brown,Vagabond,209077919,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers VAGABOND,Judy 5224-001-01 White,Ä 130.00,White,Vagabond,209077230,Platform Wedge heel,0%,  product not in sale  ,All year round,"36 , 37 , 38 , 40 , 41"
Trainers VAGABOND,Judy 4924-001-05 Plaster,Ä 119.00,Beige,Vagabond,206977526,Platform Wedge heel,-34%,Ä 78.00,All year round,"40 , 41"
Ankle Boots VAGABOND,Zoe Platfo 4827-050-92 Black/Black,Ä 100.00,Black,Vagabond,201244463,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Sneakers CONVERSE,All Star Ox M9166C Black,Ä 71.00,Black,Converse,22859473101,not defined,-32%,Ä 48.00,not found,"35 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 41 , 41.5 , 42 , 42.5 , 43 , 44 , 44.5 , 45 , 46 , 46.5"
Ankle boots NESSI,21091 Be≈º,Ä 88.00,Beige,Nessi,209159677,Block heel,New,  product not in sale  ,Fall/Winter,"39 , 40"
Ankle boots NESSI,20750 Khaki Fl,Ä 107.00,Green,Nessi,209159110,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39"
Sandals NESSI,21011 Bia≈Çy 412,Ä 64.00,White,Nessi,208954006,Wedge heel,-22%,Ä 50.00,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Sneakers NESSI,19001 Czarny/Rio,Ä 64.00,Black,Nessi,206429407,Flat,New,  product not in sale  ,All year round,"36 , 38 , 39 , 40"
Ankle boots SKECHERS,Endeavor 144013/CSNT Chestnut,Ä 62.00,Brown,Skechers,209075205,Flat,New,  product not in sale  ,Fall/Winter,"35 , 35.5 , 36 , 37 , 38"
Sandals SKECHERS,Style Icon 111061/WHT White,Ä 43.00,White,Skechers,208257916,Platform Wedge heel,-35%,Ä 28.00,Spring/Summer,"35 , 36 , 37 , 38 , 39"
Trainers SKECHERS,Casual Daze 155031/NAT Natural,Ä 66.00,Beige,Skechers,207647442,Flat,-50%,Ä 33.00,All year round,"35.5 , 36 , 36.5 , 37.5 , 38 , 38.5 , 39.5 , 40"
Trainers SKECHERS,BOBS SPORT Mt. Goddess 117053/BLK Black,Ä 71.00,Black,Skechers,207646834,Flat,-27%,Ä 52.00,All year round,"35 , 36 , 36.5 , 37 , 38 , 39 , 40 , 41"
Ankle boots TAMARIS,1-25229-27 Black 001,Ä 69.95,Black,Tamaris,208984713,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots TAMARIS,1-25039-27 Cognac 305,Ä 79.95,Brown,Tamaris,208984485,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Stilettos TAMARIS,1-22421-24 Snake Pat.Comb 044,Ä 47.00,"Colourful, 
            White",Tamaris,208648462,Heel,-30%,Ä 33.00,All year round,"37 , 38 , 39 , 40"
Trainers TAMARIS,1-23618-26 White/Black 125,Ä 79.95,White,Tamaris,208348737,Flat,-49%,Ä 41.00,All year round,"36 , 37 , 38 , 39"
Sneakers TOGOSHI,TG-07-04-000191 646,Ä 116.00,Grey,Togoshi,206553935,Flat,-59%,Ä 47.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Sneakers TOGOSHI,TG-07-04-000190 618,Ä 116.00,"Black, 
            Colourful",Togoshi,206553904,Flat,-41%,Ä 69.00,All year round,"36 , 37 , 38 , 39 , 40"
Sneakers TOGOSHI,TG-07-04-000189 623,Ä 116.00,"Colourful, 
            White",Togoshi,206553874,Flat,-59%,Ä 47.00,All year round,"37 , 38 , 39 , 40 , 41"
Stilettos BALDACCINI,717000-7 Czerwony Zamsz,Ä 76.00,Red,Baldaccini,209262810,Heel Platform,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots BALDACCINI,1643500 Be≈º Welur,Ä 93.00,Beige,Baldaccini,209262223,Block heel,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Moccasins BALDACCINI,802000-R Amasra Bia≈Ça,Ä 59.00,White,Baldaccini,201012475,Flat,-20%,Ä 47.00,Spring/Summer,"35 , 38 , 39 , 40 , 41"
Boots BALDACCINI,104700-C Czarny Groch,Ä 93.00,Black,Baldaccini,200720722,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Slides BIRKENSTOCK,Arizona Eva 1019152 Khaki,Ä 43.00,Green,Birkenstock,208897488,Flat,0%,  product not in sale  ,Spring/Summer,"37 , 38 , 39 , 41"
Slides BIRKENSTOCK,Arizona Bs 0052531 Habana,Ä 88.00,Brown,Birkenstock,200002026,Flat,0%,  product not in sale  ,Spring/Summer,"41 , 42 , 43 , 44 , 45 , 46"
Slides BIRKENSTOCK,Arizona 0129443 White,Ä 43.00,White,Birkenstock,199703553,Flat,0%,  product not in sale  ,Spring/Summer,"36 , 37 , 40 , 41"
Slides BIRKENSTOCK,Madrit 0128163 Black,Ä 35.00,Black,Birkenstock,198627645,Flat,0%,  product not in sale  ,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots ECCO,Bella 28233359448 Limestione/Sand,Ä 183.00,Beige,ECCO,209119374,Flat,0%,  product not in sale  ,Fall/Winter,"37 , 39 , 41"
Trainers ECCO,Soft 7 W 43000352593 Silver Grey Metallic,Ä 131.00,Blue,ECCO,208070164,Flat,-20%,Ä 105.00,All year round,"35 , 36 , 37 , 38 , 39 , 41"
Trainers ECCO,Flexure Runner W 29237351052 Black/Black,Ä 131.00,Black,ECCO,207697591,Flat,-26%,Ä 97.00,All year round,37
Shoes ECCO,Simpil W 20861301007 White,Ä 107.00,White,ECCO,206911360,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Chelsea boots RAGE AGE,RA-27-04-000246 104,Ä 166.00,Brown,Rage Age,209186031,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Over-Knee Boots RAGE AGE,RA-39-04-000284 303,Ä 202.00,Beige,Rage Age,209114713,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 38 , 39 , 41"
Shoes RAGE AGE,RA-17-03-000148 134,Ä 143.00,Dark Red,Rage Age,208262811,Block heel Platform,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers RAGE AGE,RA-22-03-000156 101,Ä 143.00,Black,Rage Age,208245425,not defined,New,  product not in sale  ,All year round,"40 , 41 , 42 , 43 , 44"
Snow Boots HELLY HANSEN,W Annabelle Boot 11636_737 Falcon,Ä 130.00,Grey,Helly Hansen,208792912,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 37.5 , 38 , 39 1/3 , 40 , 40.5 , 41"
Trekker Boots HELLY HANSEN,W The Forester 105-16.193 Silver Cloud/Bridal Rose/White Sand,Ä 130.00,"Grey, 
            Pink",Helly Hansen,207350007,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 2/3 , 39 1/3 , 40 , 40.5 , 41"
Snow Boots HELLY HANSEN,Isola Court 11486_990 Black/Off White,Ä 140.00,Black,Helly Hansen,206312570,Flat,New,  product not in sale  ,Fall/Winter,"40.5 , 41 , 44 , 46"
Trekker Boots HELLY HANSEN,Tsuga 115-24.724 New Wheat/Espresso/Light Gum,Ä 120.00,Brown,Helly Hansen,206312778,Flat,New,  product not in sale  ,All year round,"36 , 37 , 37.5 , 38 , 38 2/3 , 39 1/3 , 40 , 40.5 , 41"
Ankle boots GUESS,FL8HIS SUE12 GREY,Ä 155.00,Brown,Guess,209328059,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39"
Ankle boots GUESS,Cabra2 FL7CBR ELE10 BLACK,Ä 190.00,Black,Guess,208522755,Block heel,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Shoes GUESS,Maive FL7MVE LEA08 RED,Ä 150.00,Red,Guess,208511346,Block heel,-3%,Ä 145.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,Hansin FL5HNS FAL12 OFFWH,Ä 131.00,White,Guess,207894259,Platform,-46%,Ä 71.00,All year round,"39 , 40"
Ankle boots EVA MINGE,EM-08-10-001363 718,Ä 135.00,"Black, 
            Colourful",Eva Minge,209074611,not defined,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Slides EVA MINGE,EM-44-09-001100 112,Ä 88.00,Pink,Eva Minge,208271868,Flat,0%,  product not in sale  ,Spring/Summer,"35 , 36 , 37 , 38 , 39 , 40"
Shoes EVA MINGE,EM-23-08-001023 601,Ä 112.00,Black,Eva Minge,207570269,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
